Year,Make,Model,Mileage,Price
2019,Acura,ILX,41116,29995
2022,Acura,MDX,45339,61417
2014,Acura,RDX,290000,11600
2012,Acura,TL,155770,16995
2014,Acura,RDX,184442,17442
2011,Acura,MDX,170323,17488
2015,Acura,ILX,88000,17950
2019,Acura,TLX,43150,33795
2014,Acura,RDX,152000,18900
2015,Acura,TLX,164909,18995
2015,Acura,TLX,181709,19488
2014,Acura,MDX,191943,19488
2014,Acura,RDX,144879,19500
2016,Acura,ILX,170167,19995
2014,Acura,RDX,149923,19995
2014,Acura,MDX,210471,19997
2017,Acura,ILX,129899,20999
2019,Acura,TLX,48340,30777
2014,Acura,RDX,139500,21995
2017,Acura,ILX,113889,25495
2014,Acura,MDX,146604,25988
2016,Acura,TLX,75000,25999
2017,Acura,RDX,113234,28500
2018,Acura,TLX,91506,28900
2017,Acura,TLX,47476,28995
2018,Acura,ILX,102186,29495
2017,Acura,TLX,72000,29995
2018,Acura,ILX,33810,26988
2019,Acura,TLX,29066,38999
2021,Acura,RDX,19303,52888
2022,Acura,MDX,30092,63888
2010,Acura,MDX,179777,13888
2006,Acura,TL,308790,4888
1989,Acura,Legend,149425,4950
2006,Acura,TSX,262581,7600
2009,Acura,RDX,243689,7999
2011,Acura,CSX,218000,8888
2019,Acura,RDX,39621,39998
2009,Acura,TL,222097,8950
2009,Acura,TL,228000,8995
2011,Acura,TSX,276900,8995
2007,Acura,MDX,264791,9800
2009,Acura,MDX,223945,11999
2011,Acura,CSX,129000,12900
2010,Acura,MDX,192000,12999
2013,Acura,ILX,143000,13699
2014,Acura,RDX,212000,14995
2017,Acura,MDX,91412,33994
2011,Acura,MDX,185642,14999
2011,Acura,MDX,160500,15990
2016,Acura,ILX,172000,16888
2013,Acura,ILX,103000,16900
2015,Acura,TLX,183000,18495
2016,Acura,TLX,180170,18995
2014,Acura,MDX,199174,18995
2015,Acura,TLX,146415,19995
2016,Acura,ILX,107157,20500
2020,Acura,RDX,97450,36488
2015,Acura,TLX,139000,21490
2016,Acura,ILX,52189,23976
2015,Acura,TLX,88208,23988
2017,Acura,ILX,127758,25495
2017,Acura,ILX,107464,27495
2017,Acura,MDX,190398,27995
2019,Acura,TLX,68061,31800
2019,Acura,TLX,41196,33800
2020,Acura,TLX,100400,33800
2019,Acura,RDX,90274,34998
2019,Acura,RDX,97128,34980
2019,Acura,RDX,47950,43890
2018,Acura,MDX,108242,43990
2023,Acura,RDX,135,65995
2017,Acura,NSX,42378,155900
2017,Acura,NSX,38000,159950
2008,Acura,TSX,296000,1500
2002,Acura,EL,230127,1500
2002,Acura,EL,208008,1800
2020,Acura,RDX,59380,42994
2002,Acura,EL,329000,2000
2005,Acura,RL,226600,2200
2004,Acura,TSX,375000,2500
2003,Acura,EL,240500,2800
2003,Acura,EL,240000,3200
2008,Acura,CSX,286000,3500
2022,Acura,TLX,14000,3500
2006,Acura,CSX,245000,3800
2009,Acura,MDX,460000,3900
2020,Acura,TLX,53577,34788
2008,Acura,RDX,384450,3995
1997,Acura,RL,220000,4140
2004,Acura,EL,237158,4400
2005,Acura,MDX,450000,4500
2008,Acura,MDX,315000,4500
2012,Acura,TSX,330100,4500
2004,Acura,TL,268000,4500
2007,Acura,RDX,280,4500
2005,Acura,MDX,270000,4500
2021,Acura,RDX,58742,43795
2005,Acura,MDX,294000,4700
2008,Acura,MDX,250000,5000
2006,Acura,TL,225000,5000
2004,Acura,TL,2300000,5000
2010,Acura,RDX,280000,5200
2007,Acura,RDX,309000,5495
2007,Acura,TL,265000,5500
2004,Acura,TSX,325000,5500
2007,Acura,CSX,192845,5599
2019,Acura,RDX,68268,37995
2005,Acura,TL,220000,5600
2005,Acura,TSX,246000,5995
2008,Acura,RL,285000,6000
2010,Acura,TL,288000,6000
2008,Acura,TL,269693,6600
2022,Acura,MDX,30007,67988
2017,Acura,RDX,62965,29777
2017,Acura,MDX,115222,31909
2018,Acura,TLX,61062,31950
2017,Acura,MDX,95263,37490
2020,Acura,MDX,96457,39990
2022,Acura,MDX,48950,59990
2022,Acura,MDX,23388,66888
2017,Acura,MDX,115222,31909
2007,Acura,TL,196636,6990
2008,Acura,TL,245470,6995
2006,Acura,CSX,165000,7000
2007,Acura,TSX,270000,7200
2019,Acura,TLX,43150,33795
2007,Acura,RDX,245000,7200
2006,Acura,TL,196000,7500
2006,Acura,RSX,215000,7500
2009,Acura,CSX,196000,7899
2008,Acura,MDX,265000,7950
2009,Acura,RDX,252610,7995
2007,Acura,RDX,229000,7995
2007,Acura,CSX,185000,7999
2010,Acura,MDX,263000,8000
2019,Acura,TLX,48340,30777
2011,Acura,CSX,208000,8000
2000,Acura,TL,214300,8000
2005,Acura,TL,185000,8000
2009,Acura,TL,230,8000
2005,Acura,EL,128000,8000
2008,Acura,TL,205468,8250
2010,Acura,CSX,210000,8499
2012,Acura,MDX,238000,8500
2008,Acura,RL,201000,8500
2018,Acura,ILX,33810,26988
2012,Acura,TL,180000,8500
2001,Acura,TL,195000,8700
2010,Acura,TSX,227150,8950
2010,Acura,MDX,259000,8995
2001,Acura,TL,225000,8998
2007,Acura,CSX,170757,8999
2012,Acura,TSX,270000,8999
2009,Acura,MDX,181418,9199
2011,Acura,RDX,250000,9500
2019,Acura,RDX,39621,39998
2008,Acura,TL,193000,9500
2010,Acura,TL,214000,9500
2008,Acura,RDX,195,9500
2012,Acura,TL,234665,9950
2010,Acura,MDX,254300,9995
2009,Acura,CSX,158000,10000
2005,Acura,TSX,115000,10000
2010,Acura,TSX,184000,10000
2010,Acura,TSX,184000,10000
2017,Acura,MDX,91412,33994
2009,Acura,MDX,201000,10000
2012,Acura,RDX,180000,10490
2013,Acura,RDX,243400,10499
2013,Acura,TSX,228000,10500
2011,Acura,MDX,192000,10900
2013,Acura,ILX,182200,10950
2009,Acura,TL,199000,10995
2010,Acura,TL,187000,10995
2020,Acura,RDX,97450,36488
2007,Acura,TL,96358,11000
2013,Acura,ILX,130000,11000
2007,Acura,TL,254000,11500
2011,Acura,TSX,285000,11500
2013,Acura,ILX,189000,11750
2008,Acura,RDX,138566,11999
2008,Acura,MDX,150000,12000
2009,Acura,TSX,168000,12000
2010,Acura,TSX,170000,12000
2019,Acura,RDX,90274,34998
2011,Acura,RDX,218000,12900
2012,Acura,TL,209465,12990
2015,Acura,TLX,190000,13000
2010,Acura,RDX,178810,13995
2013,Acura,RDX,241111,13995
2013,Acura,TL,224000,14000
2012,Acura,RL,201800,14990
2007,Acura,TL,215000,15000
2002,Acura,RSX,159000,15000
2020,Acura,RDX,59380,42994
2015,Acura,TLX,163400,15499
2016,Acura,ILX,226000,15500
2013,Acura,ILX,155000,15500
2015,Acura,TLX,169000,16000
2010,Acura,TSX,134369,16500
2013,Acura,TL,126500,16500
2013,Acura,ILX,183301,16503
2012,Acura,TL,126000,17200
2021,Acura,RDX,58742,43795
2013,Acura,TL,209000,17500
2015,Acura,TLX,123000,17500
2015,Acura,TLX,155850,17500
2017,Acura,RDX,250000,17500
2012,Acura,TL,114334,17900
2017,Acura,ILX,172000,17995
2013,Acura,RDX,158414,17999
2016,Acura,TLX,92100,18000
2015,Acura,TLX,163353,18500
2020,Acura,TLX,53577,34788
2016,Acura,ILX,110000,18500
2012,Acura,TL,14192,18800
2013,Acura,TL,74000,18900
2015,Acura,RDX,140000,18999
2014,Acura,ILX,116000,19499
2015,Acura,TLX,139500,19500
2013,Acura,ILX,119000,19888
2017,Acura,RDX,194800,19999
2015,Acura,TLX,156000,20500
2019,Acura,RDX,68268,37995
2016,Acura,TLX,89500,20650
2016,Acura,RDX,178000,20900
2014,Acura,RDX,95000,20999
2014,Acura,MDX,213000,21000
2015,Acura,RDX,92500,21880
2012,Acura,ZDX,158000,21900
2019,Acura,MDX,53052,43880
2018,Acura,TLX,61062,31950
2020,Acura,TLX,123026,32750
2019,Acura,RDX,65115,37499
2021,Acura,RDX,92078,44995
2021,Acura,RDX,41141,43996
2018,Acura,TLX,41000,32488
2019,Acura,RDX,47950,43890
2019,Acura,RDX,47950,43890
2015,Acura,TLX,78000,22000
2017,Acura,ILX,122000,22000
2016,Acura,TLX,99000,22500
2016,Acura,TLX,94800,22788
2021,Acura,RDX,58742,43795
2014,Acura,MDX,120500,23500
2015,Acura,MDX,175300,23995
2016,Acura,TLX,120000,24000
2016,Acura,TLX,109500,24500
2016,Acura,MDX,141430,24900
2020,Acura,TLX,54150,24995
2018,Acura,TLX,116500,25000
2014,Acura,MDX,118000,25499
2018,Acura,RDX,114000,27900
2021,Acura,TLX,21448,45295
2016,Acura,RDX,63111,27950
2019,Acura,TLX,74800,28880
2018,Acura,RDX,84400,30000
2017,Acura,MDX,89000,31000
2016,Acura,TLX,84055,31200
2017,Acura,RDX,65839,32000
2020,Acura,TLX,75933,32500
2017,Acura,MDX,85000,33500
2017,Acura,MDX,94000,33500
2021,Acura,RDX,32479,45295
2019,Acura,ILX,61000,35000
2014,Acura,MDX,80000,36450
2019,Acura,MDX,82796,37500
2019,Acura,RDX,71300,39300
2018,Acura,MDX,41979,39799
2019,Acura,RDX,42293,41000
2020,Acura,RDX,48500,42500
2018,Acura,MDX,65000,43000
2021,Acura,TLX,19997,44444
2019,Acura,TLX,48340,30777
2021,Acura,TLX,14518,44699
2021,Acura,TLX,19995,47500
2023,Acura,Integra,4800,57000
2022,Acura,MDX,39500,62000
2022,Acura,MDX,17000,62000
2022,Acura,MDX,17000,64500
1997,Acura,Integra,17000,64850
2022,Acura,MDX,16500,64990
1991,Acura,NSX,103710,127000
2020,Acura,RDX,48368,42888
2001,Acura,NSX-T,85000,140000
1996,Acura,NSX,60000,155000
2013,Acura,ILX,184000,12800
2018,Acura,NSX,35215,165995
2018,Alfa Romeo,Romeo,82707,32857
2019,Alfa Romeo,Romeo,65490,38995
2018,Alfa Romeo,Romeo,15698,69888
2018,Alfa Romeo,Romeo,52574,37103
2019,Alfa Romeo,Romeo,32676,44998
2023,Alfa Romeo,Romeo,6198,64888
2017,Alfa Romeo,Romeo,113000,25500
2018,Alfa Romeo,Romeo,123112,26485
2018,Alfa Romeo,Romeo,113051,29998
2018,Alfa Romeo,Romeo,96174,30888
2018,Alfa Romeo,Romeo,84612,30990
2018,Alfa Romeo,Romeo,49645,32499
2018,Alfa Romeo,Romeo,82707,32857
2018,Alfa Romeo,Romeo,49645,32499
2018,Alfa Romeo,Romeo,72856,33899
2018,Alfa Romeo,Romeo,97000,34777
2018,Alfa Romeo,Romeo,66788,35995
2018,Alfa Romeo,Romeo,47000,35999
2018,Alfa Romeo,Romeo,44845,36495
2018,Alfa Romeo,Romeo,68600,36900
2019,Alfa Romeo,Romeo,65490,38995
2018,Alfa Romeo,Romeo,39521,39888
2019,Alfa Romeo,Romeo,44362,41888
2022,Alfa Romeo,Romeo,7701,62888
2020,Alfa Romeo,Romeo,35628,50058
2022,Alfa Romeo,Romeo,8796,53888
2022,Alfa Romeo,Romeo,5496,57888
2021,Alfa Romeo,Romeo,10796,64498
2018,Alfa Romeo,Romeo,15698,69888
2017,Alfa Romeo,Romeo,28411,71990
2020,Alfa Romeo,Romeo,24965,87888
2022,Alfa Romeo,Romeo,9015,93888
2022,Alfa Romeo,Romeo,9856,93888
2022,Alfa Romeo,Romeo,14137,53888
2021,Alfa Romeo,Romeo,18254,93888
2017,Alfa Romeo,Romeo,66519,32995
2021,Alfa Romeo,Romeo,10963,57995
2023,Alfa Romeo,Romeo,3279,62900
2020,Alfa Romeo,Romeo,31000,51888
2018,Alfa Romeo,Romeo,47000,35999
2021,Alfa Romeo,Romeo,16308,50888
2022,Alfa Romeo,Romeo,4496,57999
2018,Alfa Romeo,Romeo,82707,32857
2019,Alfa Romeo,Romeo,65490,38995
2018,Alfa Romeo,Romeo,15698,69888
2018,Alfa Romeo,Romeo,52574,37103
2019,Alfa Romeo,Romeo,32676,44998
2023,Alfa Romeo,Romeo,6198,64888
2018,Alfa Romeo,Romeo,49645,32499
1996,Alfa Romeo,Romeo,66174,12997
1982,Alfa Romeo,Romeo,154567,19900
1986,Alfa Romeo,Romeo,77225,19995
1992,Alfa Romeo,Romeo,85261,22900
2022,Alfa Romeo,Romeo,7701,62888
2017,Alfa Romeo,Romeo,97000,27995
2018,Alfa Romeo,Romeo,69000,28995
2018,Alfa Romeo,Romeo,91400,28995
2017,Alfa Romeo,Romeo,54742,29297
2018,Alfa Romeo,Romeo,107625,30993
2018,Alfa Romeo,Romeo,79482,34598
2018,Alfa Romeo,Romeo,77989,34998
2007,Alfa Romeo,Romeo,139269,35000
2018,Alfa Romeo,Romeo,49886,35594
2022,Alfa Romeo,Romeo,14137,53888
2018,Alfa Romeo,Romeo,74660,35598
2018,Alfa Romeo,Romeo,52574,37103
2019,Alfa Romeo,Romeo,50000,42880
2019,Alfa Romeo,Romeo,55000,44990
2019,Alfa Romeo,Romeo,32676,44998
2020,Alfa Romeo,Romeo,57000,46880
2021,Alfa Romeo,Romeo,16308,50888
2020,Alfa Romeo,Romeo,31000,51888
2021,Alfa Romeo,Romeo,24646,53999
2020,Alfa Romeo,Romeo,31000,51888
2021,Alfa Romeo,Romeo,10503,55998
2022,Alfa Romeo,Romeo,4496,57999
2022,Alfa Romeo,Romeo,10562,61888
2022,Alfa Romeo,Romeo,7701,62888
2023,Alfa Romeo,Romeo,6198,64888
2018,Alfa Romeo,Romeo,47000,35999
2017,Alfa Romeo,Romeo,39553,74900
2021,Alfa Romeo,Romeo,23241,88999
1978,Alfa Romeo,Romeo,26000,13500
1986,Alfa Romeo,Romeo,57000,16500
2021,Alfa Romeo,Romeo,16308,50888
2018,Alfa Romeo,Romeo,64886,28990
2018,Alfa Romeo,Romeo,61275,37959
2019,Alfa Romeo,Romeo,62624,42959
2019,Alfa Romeo,Romeo,44000,44000
2019,Alfa Romeo,Romeo,44000,44000
1973,Alfa Romeo,Romeo,70917,49888
2022,Alfa Romeo,Romeo,14137,53888
2021,Alfa Romeo,Romeo,32092,62995
2018,Alfa Romeo,Romeo,25006,71959
2022,Alfa Romeo,Romeo,4496,57999
2019,Alfa Romeo,Romeo,49876,74900
2019,Alfa Romeo,Romeo,66370,44959
2022,Alfa Romeo,Romeo,15975,57888
2022,Alfa Romeo,Romeo,16618,58888
2022,Alfa Romeo,Romeo,14000,58888
2022,Alfa Romeo,Romeo,16552,59888
2022,Alfa Romeo,Romeo,13364,59888
2018,Audi,A7,63434,47400
2018,Audi,Q5,135549,27490
2018,Audi,A4,92211,29299
2017,Audi,Q7,78011,38800
2019,Audi,S3,61031,38950
2019,Audi,A4,50132,34882
2019,Audi,Q3,31930,40588
2018,Audi,Q5,154997,29990
2013,Audi,Q5,247446,9000
2011,Audi,A5,154450,12880
2015,Audi,A3,102570,14499
2015,Audi,Q5,218142,14999
2018,Audi,S5,41358,46800
2015,Audi,A3,144331,15880
2014,Audi,A5,173400,15950
2015,Audi,Q5,174981,15999
2014,Audi,A5,92613,15999
2014,Audi,Q5,130072,16450
2015,Audi,A5,98597,16799
2011,Audi,A5,88904,16999
2015,Audi,A3,120000,17450
2015,Audi,A4,162201,17800
2021,Audi,S5,27359,68888
2012,Audi,S5,195000,17900
2016,Audi,A3,131959,18450
2015,Audi,A5,147047,18989
2017,Audi,A3,102875,18998
2016,Audi,A3,140624,18999
2016,Audi,Q3,172091,19500
2015,Audi,Q5,128791,19888
2012,Audi,S5,132873,19910
2013,Audi,Q7,165444,19950
2020,Audi,Q8,44713,74334
2014,Audi,A6,108780,19998
2016,Audi,Q3,159318,19999
2013,Audi,Q7,131000,20400
2015,Audi,A4,84640,20995
2015,Audi,A6,130000,20999
2015,Audi,Q7,215000,20999
2015,Audi,Q3,117575,21490
2018,Audi,A4,170000,21777
2015,Audi,Q5,99716,21788
2020,Audi,Q8,10043,79950
2017,Audi,A3,92912,21880
2017,Audi,A4,165000,21950
2015,Audi,A6,142822,21990
2016,Audi,Q5,149000,21995
2015,Audi,Q5,95465,22499
2016,Audi,Q5,113713,22590
2015,Audi,Q5,181350,22888
2015,Audi,Q5,101380,22910
2016,Audi,A4,98765,22988
2017,Audi,A4,67859,33888
2015,Audi,Q5,129000,22995
2016,Audi,A4,95358,22999
2015,Audi,S5,140018,23000
2017,Audi,A3,91281,23450
2016,Audi,A4,83532,23487
2015,Audi,Q3,87468,23795
2016,Audi,A5,99551,23800
2016,Audi,A4,74541,23800
2016,Audi,SQ5,185963,23888
2019,Audi,SQ5,71511,47565
2018,Audi,A3,81012,23949
2018,Audi,A3,81400,23950
2018,Audi,A3,64296,23999
2017,Audi,A3,68000,24450
2016,Audi,Q5,93182,24777
2017,Audi,A3,59000,24850
2016,Audi,A6,100249,24888
2017,Audi,A4,96858,24888
2015,Audi,S5,136000,24990
2019,Audi,S5,53393,50888
2017,Audi,A4,93543,24995
2018,Audi,Q3,142287,24995
2017,Audi,A4,97000,25450
2017,Audi,Q5,126581,25450
2016,Audi,Q3,95000,25477
2018,Audi,A3,89362,25590
2016,Audi,A7,197710,25895
2016,Audi,A3,93619,25895
2015,Audi,Q7,130245,25995
2019,Audi,Q7,33714,48500
2016,Audi,A5,104862,25999
2015,Audi,Q7,112000,25999
2017,Audi,Q5,127337,26000
2019,Audi,A3,95231,26290
2015,Audi,S5,134089,26535
2017,Audi,A3,79000,26850
2017,Audi,A4,93000,26850
2017,Audi,A3,68000,26950
2017,Audi,A3,75000,26950
2021,Audi,RS,10061,152991
2018,Audi,Q3,72769,26988
2016,Audi,A6,70775,26999
2017,Audi,A4,116801,26999
2018,Audi,A4,101972,27298
2018,Audi,Q5,135549,27490
2018,Audi,A4,133018,27499
2017,Audi,A3,27150,27657
2018,Audi,A4,62000,27777
2014,Audi,Q7,115895,27900
2018,Audi,RS,39000,79999
2017,Audi,Q5,102751,27990
2017,Audi,A4,117964,27990
2018,Audi,A5,154000,27995
2018,Audi,Q5,123275,27999
2017,Audi,A4,67805,28099
2016,Audi,SQ5,142060,28450
2018,Audi,A5,177571,28499
2018,Audi,Q5,111825,28500
2019,Audi,A8,58000,66750
2015,Audi,S5,134089,26535
2014,Audi,SQ5,162000,20000
2019,Audi,Q7,93000,45000
2014,Audi,Q7,106010,29888
2017,Audi,Q7,183742,30909
2016,Audi,A8,123341,33500
2017,Audi,Q7,145629,34909
2014,Audi,Q5,92203,24999
2018,Audi,A3,45200,28800
2017,Audi,A4,99600,28929
2018,Audi,Q5,108965,28950
2018,Audi,Q5,110858,28980
2020,Audi,Q3,78417,41302
2018,Audi,Q5,134800,28988
2018,Audi,A4,77000,28990
2019,Audi,A3,73193,28995
2018,Audi,Q5,115645,28995
2018,Audi,A4,92211,29299
2018,Audi,A4,96588,29480
2018,Audi,Q3,104550,29499
2019,Audi,A3,52368,29588
2015,Audi,A5,108819,29795
2016,Audi,Q3,84275,26450
2018,Audi,Q5,82443,29888
2016,Audi,S5,115093,29888
2018,Audi,A4,75253,29900
2018,Audi,Q5,62453,29910
2017,Audi,Q7,150150,29975
2017,Audi,Q3,67965,29982
2016,Audi,Q5,92905,29990
2018,Audi,A4,76513,29991
2018,Audi,Q5,96748,29995
2023,Audi,Q3,250,52903
2018,Audi,Q3,72817,29998
2016,Audi,SQ5,96987,29999
2018,Audi,Q3,84506,29999
2017,Audi,A4,89708,29999
2018,Audi,Q5,110581,30301
2018,Audi,A4,67000,30450
2018,Audi,Q5,109380,30491
2019,Audi,A4,88674,30500
2018,Audi,Q3,80102,30560
2018,Audi,Q7,44999,45999
2015,Audi,S5,101492,30627
2017,Audi,A4,49000,30850
2017,Audi,Q7,183742,30909
2019,Audi,A4,80666,30990
2018,Audi,A6,78201,30995
2019,Audi,Q5,86542,31491
2018,Audi,S3,115830,31498
2018,Audi,A5,79308,31699
2019,Audi,A4,72036,31799
2019,Audi,A7,43500,71500
2017,Audi,SQ5,123214,31850
2017,Audi,Q7,126000,31888
2020,Audi,A3,77737,31888
2019,Audi,A5,70478,31900
2018,Audi,Q5,97580,31950
2017,Audi,SQ5,118000,31950
2018,Audi,Q5,90818,31990
2018,Audi,A4,77603,31990
2018,Audi,Q5,72926,31995
2021,Audi,Q3,13900,47800
2018,Audi,Q5,68195,31995
2018,Audi,Q3,56294,31998
2018,Audi,A4,42652,32490
2018,Audi,A3,94650,32500
2019,Audi,A5,85058,32567
2017,Audi,Q7,137132,32880
2018,Audi,S3,86617,32888
2018,Audi,A5,63922,32888
2014,Audi,RS,144860,32950
2020,Audi,S5,47827,60871
2018,Audi,Q5,97554,32980
2019,Audi,A4,44515,32988
2016,Audi,A8,99229,32995
2019,Audi,A4,23608,32998
2019,Audi,Q5,133501,32999
2018,Audi,Q5,59665,32999
2018,Audi,Q5,108000,33450
2019,Audi,A4,62590,33499
2018,Audi,A5,77992,33499
2019,Audi,Q7,68208,49504
2018,Audi,A5,96633,33552
2019,Audi,A4,81729,33590
2018,Audi,A4,87478,33590
2018,Audi,Q5,54068,33590
2018,Audi,A5,91214,33700
2019,Audi,A5,119426,33799
2018,Audi,A5,85271,33849
2018,Audi,A5,76582,33880
2018,Audi,A4,20500,33880
2019,Audi,Q8,65939,68500
2018,Audi,A5,62000,33888
2018,Audi,S3,106522,33888
2016,Audi,A5,42658,33890
2018,Audi,A5,56217,33895
2018,Audi,A5,66840,33989
2018,Audi,A3,79288,33995
2018,Audi,Q5,75845,33999
2018,Audi,A5,111300,33999
2018,Audi,Q5,92000,34450
2019,Audi,Q8,53319,57039
2019,Audi,Q5,63234,34795
2019,Audi,A4,50132,34882
2017,Audi,A6,78987,34898
2018,Audi,Q5,57898,34900
2017,Audi,Q7,145629,34909
2018,Audi,Q5,86441,34960
2017,Audi,Q7,112561,34980
2017,Audi,S5,137000,34990
2017,Audi,Q7,121792,34990
2019,Audi,Q7,80625,48639
2018,Audi,Q3,56294,31998
2017,Audi,RS,54999,79800
2012,Audi,Q5,154719,13950
2017,Audi,Q7,182230,28495
2009,Audi,S5,188710,11600
2018,Audi,A4,59410,28990
2019,Audi,A6,76994,43495
2017,Audi,Q7,121792,34990
2019,Audi,Q5,37513,34995
2019,Audi,Q5,111995,34995
2018,Audi,Q5,78103,34995
2020,Audi,Q8,10043,79950
2020,Audi,A3,38783,34999
2019,Audi,Q5,86442,35399
2019,Audi,A5,73284,35595
2018,Audi,S4,135018,35698
2019,Audi,Q5,64279,35950
2019,Audi,A3,22656,35979
2017,Audi,A3,77843,35988
2018,Audi,Q5,75000,35990
2018,Audi,Q5,60227,35990
2021,Audi,SQ7,35381,96991
2019,Audi,A5,62125,35995
2018,Audi,Q5,59570,35995
2019,Audi,A4,30840,35996
2018,Audi,SQ5,116459,35998
2019,Audi,Q5,111136,35999
2017,Audi,Q7,140807,35999
2017,Audi,Q7,72155,36294
2018,Audi,A5,108412,36427
2019,Audi,Q5,77311,36590
2019,Audi,RS,34559,76888
2020,Audi,Q3,67697,36590
2019,Audi,Q5,66589,36599
2018,Audi,Q5,41478,36800
2017,Audi,Q7,101123,36800
2018,Audi,Q7,125807,36900
2020,Audi,Q3,52549,36900
2020,Audi,Q3,52169,36966
2019,Audi,Q5,58475,36995
2019,Audi,A5,36466,36995
2018,Audi,RS,75761,54500
2018,Audi,A6,38721,36999
2019,Audi,A4,37305,37299
2019,Audi,Q5,77938,37499
2018,Audi,Q5,64000,37777
2019,Audi,Q5,97000,37777
2019,Audi,Q5,54310,37800
2020,Audi,Q5,75000,37800
2021,Audi,Q3,69043,37994
2019,Audi,Q5,93736,37999
2018,Audi,S5,41358,46800
2019,Audi,A4,63315,38290
2018,Audi,S4,123000,38450
2020,Audi,A4,53364,38488
2021,Audi,Q3,127166,38495
2019,Audi,Q5,104787,38499
2018,Audi,Q5,58751,38500
2019,Audi,Q5,41475,38589
2018,Audi,Q5,36099,38590
2018,Audi,Q7,116846,38699
2021,Audi,RS,10061,152991
2018,Audi,Q7,142050,38799
2017,Audi,Q7,78011,38800
2019,Audi,Q5,71545,38800
2019,Audi,Q3,46806,38887
2018,Audi,Q7,121353,38888
2019,Audi,A5,57000,38950
2019,Audi,S3,61031,38950
2019,Audi,Q3,41045,38995
2019,Audi,A4,68385,38995
2021,Audi,RS,23131,145789
2020,Audi,Q3,41380,38995
2019,Audi,Q3,51697,38998
2018,Audi,A5,26721,38998
2019,Audi,Q3,66059,38998
2019,Audi,Q5,84033,39000
2019,Audi,Q5,70268,39280
2021,Audi,Q3,59753,39698
2019,Audi,Q5,43000,39750
2020,Audi,Q5,91500,39755
2016,Audi,RS,92421,67888
2021,Audi,Q3,47165,39798
2019,Audi,Q7,111522,39800
2018,Audi,Q5,75619,39800
2018,Audi,Q7,92025,39800
2016,Audi,S5,80256,39888
2018,Audi,S5,89535,39888
2018,Audi,Q5,67879,39888
2018,Audi,A4,73100,39900
2018,Audi,A7,87582,39950
2018,Audi,RS,39000,79999
2018,Audi,S4,88196,39990
2020,Audi,Q5,91085,39990
2018,Audi,Q7,81615,39990
2021,Audi,Q3,32537,39995
2020,Audi,Q5,57151,39998
2021,Audi,Q3,63476,40500
2019,Audi,Q5,48869,40545
2019,Audi,A5,73319,40590
2019,Audi,Q5,72037,40800
2022,Audi,Q7,32885,71500
2019,Audi,A4,44742,40800
2019,Audi,Q7,119008,40910
2018,Audi,S4,88000,40990
2019,Audi,Q3,34814,40990
2018,Audi,A7,63434,47400
2018,Audi,A7,87582,39950
2019,Audi,Q7,75545,53995
2017,Audi,RS,54999,79800
2014,Audi,S8,97800,39000
2022,Audi,S5,14243,75732
2019,Audi,Q3,34814,40990
2020,Audi,Q5,73836,40991
2018,Audi,Q7,93750,40995
2020,Audi,Q5,50217,40995
2020,Audi,Q3,46510,41975
2017,Audi,TT,27985,40995
2019,Audi,Q3,32037,40998
2020,Audi,Q3,78417,41302
2018,Audi,S5,88002,41449
2018,Audi,S5,106000,41450
2018,Audi,Q7,84634,41590
2018,Audi,S5,132666,41800
2019,Audi,A4,23577,41800
2018,Audi,Q7,88222,41800
2023,Audi,SQ5,1500,84693
2020,Audi,Q5,102756,41800
2021,Audi,Q3,27396,41900
2018,Audi,SQ5,52419,41900
2019,Audi,Q3,29428,41950
2017,Audi,A7,78000,41950
2020,Audi,Q5,75752,41989
2016,Audi,S7,94390,41990
2018,Audi,Q7,53034,41990
2020,Audi,Q3,50933,41991
2023,Audi,S3,250,63193
2018,Audi,S5,86775,41995
2020,Audi,Q3,61725,41995
2020,Audi,A5,90950,41995
2019,Audi,Q5,47525,42299
2020,Audi,Q3,46115,42491
2018,Audi,Q7,78773,42499
2018,Audi,Q7,93000,42499
2019,Audi,A5,42500,42500
2018,Audi,A5,77987,42590
2023,Audi,A5,6559,68917
2018,Audi,Q7,92437,42590
2021,Audi,Q3,57398,42699
2019,Audi,Q5,31848,42800
2019,Audi,S3,47757,42800
2014,Audi,S7,63960,42888
2019,Audi,A5,64815,43000
2021,Audi,Q3,38318,43499
2018,Audi,SQ5,92944,43590
2021,Audi,Q3,38542,43590
2020,Audi,SQ7,25000,92991
2019,Audi,Q5,42422,43750
2020,Audi,A4,50142,43790
2021,Audi,A4,18381,43845
2021,Audi,Q3,27413,43847
2022,Audi,Q3,33000,43880
2020,Audi,Q5,60000,43888
2019,Audi,S3,52836,43888
2020,Audi,Q5,46446,43888
2021,Audi,Q3,41146,43900
2019,Audi,Q7,71220,48999
2018,Audi,Q7,95206,43990
2018,Audi,A5,92756,43990
2018,Audi,S5,87985,43995
2022,Audi,Q3,5912,43999
2018,Audi,A7,75534,44488
2018,Audi,Q7,57101,44489
2018,Audi,S5,70513,44490
2018,Audi,S5,69275,44495
2020,Audi,Q5,76151,44499
2019,Audi,Q8,47116,64599
2019,Audi,A6,63473,44530
2021,Audi,Q3,12962,44795
2020,Audi,Q5,42504,44800
2021,Audi,Q5,37695,44888
2017,Audi,TTS,75132,44888
2019,Audi,Q5,19512,44888
2018,Audi,SQ5,93760,44928
